,row_id,x,y,accuracy,time,place_id,hour,weekday,month,year,day
995620,995620,1.1755,2.6822,390,471855,6875724035,16.25,5.67708333333,10.9225694444,0.89774543379,327.677083333
996251,996251,1.1053,2.612,872,586903,4423196276,13.7166666667,1.57152777778,1.58571759259,1.11663432268,42.5715277778
996916,996916,1.023,2.5843,71,453592,1097200869,23.8666666667,6.99444444444,10.4998148148,0.86299847793,314.994444444
997179,997179,1.0311,2.5271,39,609618,1228935308,8.3,3.34583333333,2.11152777778,1.15985159817,58.3458333333
997231,997231,1.0126,2.6688,30,377318,6237569496,0.633333333333,3.02638888889,8.73421296296,0.717880517504,262.026388889
999721,999721,1.0177,2.7153,145,738403,2460093296,18.7166666667,1.77986111111,5.09266203704,1.40487633181,147.779861111
999739,999739,1.1896,2.6055,2,376318,3008822531,7.96666666667,2.33194444444,8.71106481481,0.715977929985,261.331944444
1000417,1000417,1.1044,2.6754,63,572157,7431119452,7.95,5.33125,1.244375,1.08857876712,32.33125
1002036,1002036,1.1065,2.5902,180,76836,1812226671,8.6,4.35833333333,1.77861111111,0.146187214612,53.3583333333
1002542,1002542,1.0633,2.5957,67,595168,1097200869,7.46666666667,0.311111111111,1.77703703704,1.13235920852,48.3111111111
1002944,1002944,1.2143,2.5193,13,607197,3992589015,15.95,1.66458333333,2.05548611111,1.15524543379,56.6645833333
1005877,1005877,1.1492,2.6312,160,478786,7143575624,11.7666666667,3.49027777778,11.0830092593,0.910932267884,332.490277778
1006571,1006571,1.2093,2.5851,26,244748,6766324666,23.1333333333,1.96388888889,5.66546296296,0.465654490107,169.963888889
1007688,1007688,1.242,2.7363,76,37705,8048985799,4.41666666667,5.18402777778,0.872800925926,0.0717370624049,26.1840277778
1009980,1009980,1.04,2.6792,4,355628,3312463746,23.1333333333,1.96388888889,8.23212962963,0.676613394216,246.963888889
1011171,1011171,1.1794,2.6979,4,65306,6683426742,8.43333333333,3.35138888889,1.51171296296,0.124250380518,45.3513888889
1011337,1011337,1.2354,2.6314,10,323807,7707808405,20.7833333333,0.865972222222,7.49553240741,0.616071156773,224.865972222
1012806,1012806,1.0348,2.5261,48,377642,5035268417,6.03333333333,3.25138888889,8.74171296296,0.71849695586,262.251388889
1013873,1013873,1.1157,2.6176,65,526939,4423196276,22.3166666667,1.92986111111,0.197662037037,1.00254756469,0.929861111111
1015948,1015948,1.0718,2.7154,66,541080,2460093296,18.0,4.75,0.525,1.02945205479,10.75
1017200,1017200,1.1901,2.5482,19,665053,6098899637,20.2166666667,6.84236111111,3.39474537037,1.26532153729,96.8423611111
1022349,1022349,1.1489,2.6346,42,512216,5606572086,16.9333333333,5.70555555556,11.8568518519,0.974535768645,355.705555556
1023294,1023294,1.1153,2.6495,6,159463,5261906348,17.7166666667,5.73819444444,3.69127314815,0.303392313546,110.738194444
1023414,1023414,1.0095,2.5566,26,751923,5689129232,4.05,4.16875,5.405625,1.43059931507,157.16875
1026537,1026537,1.0397,2.5299,203,92938,6399991653,12.9666666667,1.54027777778,2.15134259259,0.176822678843,64.5402777778
1028571,1028571,1.0342,2.7148,72,39766,2460093296,14.7666666667,6.61527777778,0.920509259259,0.0756582952816,27.6152777778
1032842,1032842,1.0965,2.6518,65,441216,6237569496,9.6,5.4,10.2133333333,0.839452054795,306.4
1033471,1033471,1.1666,2.7066,29,778119,6683426742,8.65,1.36041666667,6.01201388889,1.48043949772,175.360416667
1035244,1035244,1.2228,2.6657,71,735958,2327054745,1.96666666667,0.0819444444444,5.03606481481,1.40022450533,146.081944444
1040459,1040459,1.1512,2.6406,167,107196,9598377925,10.6,4.44166666667,2.48138888889,0.203949771689,74.4416666667
1040639,1040639,1.1412,2.6982,5,150214,6683426742,7.56666666667,6.31527777778,3.47717592593,0.285795281583,104.315277778
1040828,1040828,1.0584,2.5888,62,30308,6861654717,1.13333333333,0.0472222222222,0.701574074074,0.0576636225266,21.0472222222
1041166,1041166,1.1531,2.6222,46,629022,9598377925,19.7,2.82083333333,2.56069444444,1.19676940639,71.8208333333
1042077,1042077,1.118,2.7294,5,39620,6424972551,12.3333333333,6.51388888889,0.91712962963,0.0753805175038,27.5138888889
1043818,1043818,1.1291,2.5563,74,128491,7803770431,5.51666666667,5.22986111111,2.9743287037,0.244465372907,89.2298611111
1044046,1044046,1.1882,2.6624,65,365992,3533177779,3.86666666667,2.16111111111,8.47203703704,0.696331811263,254.161111111
1044134,1044134,1.047,2.6039,31,749438,1097200869,10.6333333333,2.44305555556,5.34810185185,1.42587138508,155.443055556
1046100,1046100,1.0423,2.6662,29,190463,5270522918,6.38333333333,6.26597222222,4.40886574074,0.362372526636,132.265972222
1046270,1046270,1.1787,2.6138,231,537718,5095999304,9.96666666667,2.41527777778,0.447175925926,1.02305555556,8.41527777778
1049314,1049314,1.0996,2.6667,60,448427,3333445626,9.78333333333,3.40763888889,10.3802546296,0.853171613394,311.407638889
1050242,1050242,1.2013,2.5419,64,5202,3992589015,14.7,3.6125,0.120416666667,0.00989726027397,3.6125
1051651,1051651,1.2124,2.7201,127,166733,2946102544,18.8833333333,3.78680555556,3.85956018519,0.31722412481,115.786805556
1052602,1052602,1.2407,2.6285,7,134369,5095999304,7.48333333333,2.31180555556,3.11039351852,0.255648782344,93.3118055556
1055122,1055122,1.1436,2.6376,66,365325,5606572086,16.75,1.69791666667,8.45659722222,0.695062785388,253.697916667
1056287,1056287,1.0778,2.7215,59,679325,2460093296,18.0833333333,2.75347222222,3.72511574074,1.29247526636,106.753472222
1059189,1059189,1.0303,2.5864,152,366692,2355236719,15.5333333333,2.64722222222,8.48824074074,0.697663622527,254.647222222
1062156,1062156,1.1926,2.5725,16,754796,8752234514,3.93333333333,6.16388888889,5.47212962963,1.43606544901,159.163888889
1063322,1063322,1.0562,2.6842,10,195106,3312463746,11.7666666667,2.49027777778,4.51634259259,0.371206240487,135.490277778
1063613,1063613,1.1379,2.6884,53,184972,3312463746,10.8666666667,2.45277777778,4.28175925926,0.351925418569,128.452777778
1066657,1066657,1.1295,2.5391,65,743502,4810210666,7.7,5.32083333333,5.21069444444,1.41457762557,151.320833333
1067247,1067247,1.1632,2.6847,310,781469,6683426742,16.4833333333,3.68680555556,6.08956018519,1.48681316591,177.686805556
1067902,1067902,1.248,2.6624,29,486117,8258328058,13.95,1.58125,11.2527083333,0.924880136986,337.58125
1068911,1068911,1.0016,2.7457,181,723570,5911788013,11.5,5.47916666667,4.74930555556,1.37665525114,137.479166667
1071075,1071075,1.2328,2.6312,166,117731,7707808405,18.1833333333,4.75763888889,2.72525462963,0.223993531202,81.7576388889
1074819,1074819,1.1655,2.5695,190,699513,2355236719,18.55,2.77291666667,4.19243055556,1.3308847032,120.772916667
1080405,1080405,1.0587,2.5021,15,161476,7047598152,3.26666666667,0.136111111111,3.73787037037,0.307222222222,112.136111111
1082930,1082930,1.0985,2.6983,165,331471,6683426742,4.51666666667,6.18819444444,7.67293981481,0.630652587519,230.188194444
1083986,1083986,1.1171,2.5414,11,604549,4932578245,19.8166666667,6.82569444444,1.99418981481,1.15020738204,54.8256944444
1085169,1085169,1.0527,2.5937,169,285804,6335640852,11.4,2.475,6.61583333333,0.543767123288,198.475
1088451,1088451,1.0497,2.7431,74,622252,5911788013,2.86666666667,5.11944444444,2.40398148148,1.18388888889,67.1194444444
1089164,1089164,1.0997,2.6126,6,73268,4423196276,21.1333333333,1.88055555556,1.69601851852,0.139398782344,50.8805555556
1092768,1092768,1.2414,2.6459,55,607493,6603539415,20.8833333333,1.87013888889,2.06233796296,1.1558085997,56.8701388889
1094499,1094499,1.0248,2.726,61,96197,2460093296,19.2833333333,3.80347222222,2.22678240741,0.183023211568,66.8034722222
1098534,1098534,1.0667,2.6786,7,141311,3312463746,3.18333333333,0.132638888889,3.27108796296,0.268856544901,98.1326388889
1098819,1098819,1.0892,2.586,189,567481,3464252365,2.01666666667,2.08402777778,1.13613425926,1.07968226788,29.0840277778
1101234,1101234,1.1657,2.5983,42,413595,6648586016,5.25,0.21875,9.57395833333,0.786900684932,287.21875
1104434,1104434,1.2319,2.6848,65,693614,8258328058,16.2333333333,5.67638888889,4.05587962963,1.31966133942,116.676388889
1106676,1106676,1.0855,2.6544,26,568632,7914558846,21.2,2.88333333333,1.16277777778,1.08187214612,29.8833333333
1110544,1110544,1.1495,2.6352,65,554174,4496840916,20.2333333333,6.84305555556,0.828101851852,1.05436453577,19.8430555556
1112043,1112043,1.1139,2.5089,57,181131,1270606683,18.85,6.78541666667,4.19284722222,0.344617579909,125.785416667
1112330,1112330,1.1557,2.5802,66,20807,4022692381,10.7833333333,0.449305555556,0.481643518519,0.0395871385084,14.4493055556
1112641,1112641,1.0734,2.5612,45,337250,6050066829,4.83333333333,3.20138888889,7.80671296296,0.641647640791,234.201388889
1116406,1116406,1.1305,2.6336,62,38065,7098464262,10.4166666667,5.43402777778,0.881134259259,0.0724219939117,26.4340277778
1117617,1117617,1.0209,2.6394,70,617258,3116656165,15.6333333333,1.65138888889,2.28837962963,1.17438736682,63.6513888889
1118609,1118609,1.161,2.6527,66,738351,5606572086,17.85,1.74375,5.09145833333,1.40477739726,147.74375
1118697,1118697,1.2295,2.6702,1,386717,1435128522,13.2833333333,2.55347222222,8.95178240741,0.735762937595,268.553472222
1120490,1120490,1.1592,2.5678,65,29158,2355236719,5.96666666667,6.24861111111,0.674953703704,0.0554756468798,20.2486111111
1121515,1121515,1.2032,2.7109,165,61019,6683426742,8.98333333333,0.374305555556,1.41247685185,0.116093987823,42.3743055556
1127011,1127011,1.0032,2.724,65,712335,6424972551,16.25,4.67708333333,4.48923611111,1.35527968037,129.677083333
1128067,1128067,1.0398,2.6685,18,458623,3312463746,11.7166666667,3.48819444444,10.6162731481,0.872570395738,318.488194444
1130137,1130137,1.1463,2.5664,10,120528,4932578245,16.8,6.7,2.79,0.229315068493,83.7
1135608,1135608,1.0193,2.6015,61,118351,5491139741,4.51666666667,5.18819444444,2.73960648148,0.225173135464,82.1881944444
1136320,1136320,1.2436,2.6286,58,593172,4496840916,22.2,5.925,1.73083333333,1.12856164384,46.925
1137496,1137496,1.0698,2.6854,75,193833,9632980559,14.55,1.60625,4.486875,0.368784246575,134.60625
1138004,1138004,1.0078,2.7154,54,438660,6424972551,15.0,3.625,10.1541666667,0.834589041096,304.625
1138769,1138769,1.1597,2.7043,12,560731,6683426742,9.51666666667,4.39652777778,0.979884259259,1.06683980213,24.3965277778
1138789,1138789,1.2435,2.664,59,574212,8258328058,18.2,6.75833333333,1.29194444444,1.09248858447,33.7583333333
1143207,1143207,1.1137,2.5369,20,154093,4932578245,0.216666666667,2.00902777778,3.56696759259,0.293175418569,107.009027778
1145591,1145591,1.0551,2.6131,145,747088,7203076986,19.4666666667,0.811111111111,5.2937037037,1.42140030441,153.811111111
1147946,1147946,1.057,2.6924,4,155432,3312463746,22.5333333333,2.93888888889,3.59796296296,0.295722983257,107.938888889
1149184,1149184,1.2096,2.5225,26,335272,7292858903,19.8666666667,1.82777777778,7.76092592593,0.637884322679,232.827777778
1155317,1155317,1.0282,2.5461,158,143970,5035268417,23.5,1.97916666667,3.33263888889,0.273915525114,99.9791666667
1155435,1155435,1.0384,2.6689,68,182860,3312463746,23.6666666667,0.986111111111,4.23287037037,0.347907153729,126.986111111
1155771,1155771,1.1489,2.563,3,59555,2355236719,8.58333333333,6.35763888889,1.37858796296,0.113308599696,41.3576388889
1156793,1156793,1.1755,2.5545,71,10527,2355236719,7.45,0.310416666667,0.243680555556,0.0200285388128,7.31041666667
1158506,1158506,1.0175,2.6853,36,333844,2839037502,20.0666666667,0.836111111111,7.72787037037,0.635167427702,231.836111111
1159843,1159843,1.2296,2.6562,5,51677,6889790653,21.2833333333,0.886805555556,1.19622685185,0.0983200152207,35.8868055556
1163826,1163826,1.0951,2.6908,59,146251,3312463746,13.5166666667,3.56319444444,3.38543981481,0.278255327245,101.563194444
1168190,1168190,1.1847,2.6911,66,757887,6683426742,7.45,1.31041666667,5.54368055556,1.44194634703,161.310416667
1170754,1170754,1.0097,2.7155,76,494736,6424972551,13.6,0.566666666667,11.4522222222,0.941278538813,343.566666667
1171037,1171037,1.2228,2.7248,56,165448,2946102544,21.4666666667,2.89444444444,3.82981481481,0.314779299848,114.894444444
1174666,1174666,1.2307,2.6643,71,679212,6889790653,16.2,2.675,3.7225,1.29226027397,106.675
1175771,1175771,1.1715,2.5497,619,172420,1640245124,17.6666666667,0.736111111111,3.9912037037,0.32804414003,119.736111111
1177597,1177597,1.23,2.657,56,34477,3952821602,22.6166666667,2.94236111111,0.798078703704,0.0655955098935,23.9423611111
1179719,1179719,1.1514,2.6308,74,41609,5606572086,21.4833333333,0.895138888889,0.963171296296,0.0791647640791,28.8951388889
1180207,1180207,1.0462,2.6761,66,696900,3312463746,23.0,0.958333333333,4.13194444444,1.32591324201,118.958333333
1181103,1181103,1.0272,2.6892,58,367177,3312463746,23.6166666667,2.98402777778,8.49946759259,0.698586377473,254.984027778
1183262,1183262,1.2337,2.5936,163,397150,6766324666,19.1666666667,2.79861111111,9.19328703704,0.755612633181,275.798611111
1186408,1186408,1.1074,2.5907,14,380912,9806043737,12.5333333333,5.52222222222,8.81740740741,0.724718417047,264.522222222
1187643,1187643,1.2467,2.7039,68,750382,2327054745,2.36666666667,3.09861111111,5.3699537037,1.4276674277,156.098611111
1189738,1189738,1.0469,2.5737,20,776918,1913341282,12.6333333333,0.526388888889,5.98421296296,1.47815449011,174.526388889
1189857,1189857,1.1269,2.5321,6,355257,4932578245,16.95,1.70625,8.22354166667,0.675907534247,246.70625
1196499,1196499,1.1103,2.5327,2,315034,4932578245,18.5666666667,1.77361111111,7.2924537037,0.599379756469,218.773611111
1196715,1196715,1.1234,2.6494,61,162483,5606572086,20.05,0.835416666667,3.76118055556,0.309138127854,112.835416667
1197684,1197684,1.1898,2.7057,61,430477,4908856767,22.6166666667,4.94236111111,9.96474537037,0.819020167428,298.942361111
1198258,1198258,1.1105,2.607,33,703856,4423196276,18.9333333333,5.78888888889,4.29296296296,1.33914764079,123.788888889
1200319,1200319,1.1382,2.5383,35,763193,5689129232,23.8833333333,4.99513888889,5.66650462963,1.45204147641,164.995138889
1202026,1202026,1.1722,2.5279,155,536108,7803770431,7.13333333333,1.29722222222,0.409907407407,1.01999238965,7.29722222222
1207682,1207682,1.2015,2.5988,478,187660,5095999304,7.66666666667,4.31944444444,4.34398148148,0.35703957382,130.319444444
1208631,1208631,1.2124,2.6469,317,524606,5270522918,7.43333333333,0.309722222222,0.143657407407,0.998108828006,364.309722222
1210493,1210493,1.0031,2.5197,95,697569,9013153173,10.15,1.42291666667,4.14743055556,1.32718607306,119.422916667
1212355,1212355,1.0653,2.6052,8,260284,1097200869,18.0666666667,5.75277777778,6.02509259259,0.495213089802,180.752777778
1212721,1212721,1.0693,2.6193,263,714125,7162833060,22.0833333333,5.92013888889,4.5306712963,1.35868531202,130.920138889
1212798,1212798,1.064,2.6695,65,87191,9632980559,13.1833333333,4.54930555556,2.01831018519,0.165888508371,60.5493055556
1214395,1214395,1.0786,2.6201,66,346188,8780655195,9.8,2.40833333333,8.01361111111,0.658652968037,240.408333333
1215137,1215137,1.0158,2.7418,74,650677,4186329201,20.6166666667,3.85902777778,3.06196759259,1.23796993912,86.8590277778
1215971,1215971,1.1721,2.6875,17,654202,6683426742,7.36666666667,6.30694444444,3.14356481481,1.24467656012,89.3069444444
1217100,1217100,1.211,2.7026,4,552839,9168423783,21.9833333333,5.91597222222,0.797199074074,1.05182458143,18.9159722222
1217350,1217350,1.2477,2.5947,123,72123,6766324666,2.05,1.08541666667,1.66951388889,0.137220319635,50.0854166667
1218513,1218513,1.0123,2.7266,66,575183,6424972551,10.3833333333,0.432638888889,1.3144212963,1.09433599696,34.4326388889
1223216,1223216,1.0506,2.7395,69,68185,6424972551,8.41666666667,5.35069444444,1.57835648148,0.129727929985,47.3506944444
1223419,1223419,1.0679,2.6424,10,22292,6237569496,11.5333333333,1.48055555556,0.516018518519,0.0424124809741,15.4805555556
1223783,1223783,1.1698,2.6691,36,446920,3533177779,8.66666666667,2.36111111111,10.3453703704,0.850304414003,310.361111111
1229496,1229496,1.1436,2.7316,168,339258,6937732008,14.3,4.59583333333,7.85319444444,0.64546803653,235.595833333
1232864,1232864,1.1858,2.6816,62,13697,1435128522,12.2833333333,2.51180555556,0.317060185185,0.0260597412481,9.51180555556
1233622,1233622,1.0829,2.5921,65,24731,1097200869,4.18333333333,3.17430555556,0.572476851852,0.047052891933,17.1743055556
1234435,1234435,1.0635,2.683,32,539263,3312463746,11.7166666667,3.48819444444,0.482939814815,1.02599505327,9.48819444444
1238673,1238673,1.0574,2.7147,65,94589,2460093296,16.4833333333,2.68680555556,2.18956018519,0.179963850837,65.6868055556
1240023,1240023,1.2261,2.5353,66,493732,3992589015,20.8666666667,6.86944444444,11.4289814815,0.939368340944,342.869444444
1240360,1240360,1.1964,2.5128,68,506424,3992589015,16.4,1.68333333333,11.7227777778,0.963515981735,351.683333333
1240658,1240658,1.1577,2.6291,160,729578,5606572086,15.6333333333,2.65138888889,4.88837962963,1.38808599696,141.651388889
1243211,1243211,1.0422,2.6888,70,357821,3312463746,11.6833333333,3.48680555556,8.28289351852,0.680785768645,248.486805556
1243738,1243738,1.0198,2.611,38,572440,3333445626,12.6666666667,5.52777777778,1.25092592593,1.08911719939,32.5277777778
1246293,1246293,1.0622,2.5912,3,118646,1097200869,9.43333333333,5.39305555556,2.74643518519,0.225734398782,82.3930555556
1247716,1247716,1.1536,2.5589,24,598532,4932578245,15.5333333333,2.64722222222,1.85490740741,1.13875951294,50.6472222222
1247984,1247984,1.2422,2.6349,61,461736,7914558846,15.6,5.65,10.6883333333,0.878493150685,320.65
1248093,1248093,1.0436,2.6688,10,23749,3312463746,11.8166666667,2.49236111111,0.54974537037,0.0451845509893,16.4923611111
1250160,1250160,1.0925,2.709,67,713602,2460093296,13.3666666667,5.55694444444,4.51856481481,1.35769025875,130.556944444
1251395,1251395,1.1909,2.6495,31,667165,6502303487,7.41666666667,1.30902777778,3.44363425926,1.26933980213,98.3090277778
1252217,1252217,1.2127,2.7373,5,354015,6829001048,20.25,0.84375,8.19479166667,0.673544520548,245.84375
1254497,1254497,1.1853,2.5153,1,313084,2199223958,10.0666666667,0.419444444444,7.24731481481,0.595669710807,217.419444444
1257406,1257406,1.0228,2.557,93,588955,4932578245,23.9166666667,2.99652777778,1.63321759259,1.12053843227,43.9965277778
1257499,1257499,1.1218,2.5608,65,482337,4932578245,22.95,5.95625,11.1652083333,0.917688356164,334.95625
1258414,1258414,1.0195,2.7254,12,118951,6424972551,14.5166666667,5.60486111111,2.75349537037,0.226314687976,82.6048611111
1259405,1259405,1.162,2.7382,17,40111,5009192468,20.5166666667,6.85486111111,0.92849537037,0.0763146879756,27.8548611111
1260850,1260850,1.2391,2.6071,95,375230,7551043473,13.8333333333,1.57638888889,8.68587962963,0.713907914764,260.576388889
1262337,1262337,1.0015,2.5427,163,426609,7803770431,6.15,2.25625,9.87520833333,0.811660958904,296.25625
1263168,1263168,1.0425,2.5817,62,33060,1097200869,23.0,1.95833333333,0.765277777778,0.062899543379,22.9583333333
1265346,1265346,1.0184,2.5665,66,312225,1097200869,19.75,6.82291666667,7.22743055556,0.594035388128,216.822916667
1267966,1267966,1.0931,2.6045,46,470006,3862706892,9.43333333333,4.39305555556,10.8797685185,0.894227549467,326.393055556
1271714,1271714,1.0317,2.61,28,537792,3333445626,11.2,2.46666666667,0.448888888889,1.02319634703,8.46666666667
1274399,1274399,1.0596,2.5646,112,513686,6335640852,17.4333333333,6.72638888889,11.8908796296,0.977332572298,356.726388889
1276045,1276045,1.151,2.7067,9,130436,6683426742,13.9333333333,6.58055555556,3.01935185185,0.248165905632,90.5805555556
1278212,1278212,1.0377,2.5258,65,683504,7707340051,15.7333333333,5.65555555556,3.82185185185,1.3004261796,109.655555556
1278979,1278979,1.1379,2.5618,11,416714,7803770431,9.23333333333,2.38472222222,9.64615740741,0.792834855403,289.384722222
1280447,1280447,1.2403,2.6411,82,122831,6603539415,7.18333333333,1.29930555556,2.84331018519,0.233696727549,85.2993055556
1282606,1282606,1.2401,2.7327,58,618609,8836862149,14.15,2.58958333333,2.31965277778,1.17695776256,64.5895833333
1283453,1283453,1.1877,2.5666,75,229691,2355236719,12.1833333333,5.50763888889,5.3169212963,0.437007229833,159.507638889
1285116,1285116,1.0267,2.5867,65,577570,1097200869,2.16666666667,2.09027777778,1.36967592593,1.09887747336,36.0902777778
1285833,1285833,1.2487,2.5164,58,651400,3992589015,8.66666666667,4.36111111111,3.0787037037,1.23934550989,87.3611111111
1286897,1286897,1.1944,2.749,13,179786,3083446565,20.4333333333,5.85138888889,4.16171296296,0.342058599696,124.851388889
1287008,1287008,1.1951,2.7327,63,106927,5009192468,6.11666666667,4.25486111111,2.47516203704,0.203437975647,74.2548611111
1287826,1287826,1.0671,2.5909,55,319728,6861654717,0.8,5.03333333333,7.40111111111,0.608310502283,222.033333333
1288327,1288327,1.157,2.7033,6,67985,6683426742,5.08333333333,5.21180555556,1.57372685185,0.129347412481,47.2118055556
1288664,1288664,1.2421,2.6154,15,75602,4000153867,12.0333333333,3.50138888889,1.7500462963,0.143839421613,52.5013888889
1290294,1290294,1.1561,2.6234,275,42792,5606572086,17.2,1.71666666667,0.990555555556,0.0814155251142,29.7166666667
1291195,1291195,1.0231,2.5963,58,283827,1097200869,2.45,1.10208333333,6.57006944444,0.540005707763,197.102083333
1293916,1293916,1.0073,2.6511,59,259215,3686273628,0.25,5.01041666667,6.00034722222,0.493179223744,180.010416667
1295009,1295009,1.1016,2.5769,1,191740,1640245124,3.66666666667,0.152777777778,4.43842592593,0.364802130898,133.152777778
1296058,1296058,1.0931,2.5451,16,24328,4932578245,21.4666666667,2.89444444444,0.563148148148,0.0462861491629,16.8944444444
1296971,1296971,1.0541,2.6084,20,777470,1097200869,21.8333333333,0.909722222222,5.99699074074,1.47920471842,174.909722222
1298255,1298255,1.1526,2.6336,69,528760,9598377925,4.66666666667,3.19444444444,0.239814814815,1.00601217656,2.19444444444
1300203,1300203,1.0215,2.5839,55,30235,1097200869,23.9166666667,6.99652777778,0.699884259259,0.0575247336377,20.9965277778
1300759,1300759,1.027,2.5866,5,734192,1097200869,20.5333333333,5.85555555556,4.99518518519,1.39686453577,144.855555556
1301329,1301329,1.2383,2.7086,1,599599,6683426742,9.31666666667,3.38819444444,1.87960648148,1.14078957382,51.3881944444
1301991,1301991,1.0935,2.5742,32,370456,1812226671,6.26666666667,5.26111111111,8.57537037037,0.704824961948,257.261111111
1303493,1303493,1.1775,2.5229,42,735544,3992589015,19.0666666667,6.79444444444,5.02648148148,1.39943683409,145.794444444
1304650,1304650,1.1073,2.633,118,647351,7914558846,13.1833333333,1.54930555556,2.98497685185,1.23164193303,84.5493055556
1306641,1306641,1.1135,2.6878,6,630523,4105942584,20.7166666667,3.86319444444,2.59543981481,1.19962519026,72.8631944444
1307774,1307774,1.0652,2.5316,14,406542,5035268417,7.7,2.32083333333,9.41069444444,0.77348173516,282.320833333
1308017,1308017,1.0013,2.7497,106,757438,7175032540,23.9666666667,0.998611111111,5.53328703704,1.44109208524,160.998611111
1309234,1309234,1.1957,2.6729,29,341169,3533177779,22.15,5.92291666667,7.89743055556,0.649103881279,236.922916667
1316458,1316458,1.2053,2.7439,2,179651,3083446565,18.1833333333,5.75763888889,4.15858796296,0.341801750381,124.757638889
1317716,1317716,1.234,2.548,52,217417,9809476069,23.6166666667,3.98402777778,5.03280092593,0.413654870624,150.984027778
1321028,1321028,1.1312,2.7484,71,68243,5009192468,9.38333333333,5.39097222222,1.57969907407,0.129838280061,47.3909722222
1322722,1322722,1.1702,2.6457,171,499511,6889790653,21.1833333333,3.88263888889,11.5627546296,0.950363394216,346.882638889
1323121,1323121,1.1293,2.635,77,523345,5606572086,10.4166666667,6.43402777778,0.114467592593,0.995709665145,363.434027778
1330304,1330304,1.0636,2.6689,61,489583,9237487147,23.7166666667,3.98819444444,11.3329398148,0.931474505327,339.988194444
1330535,1330535,1.1643,2.5443,3,607274,5316803628,17.2333333333,1.71805555556,2.05726851852,1.15539193303,56.7180555556
1331281,1331281,1.2454,2.5768,65,531184,6766324666,21.0666666667,4.87777777778,0.295925925926,1.01062404871,3.87777777778
1332742,1332742,1.0064,2.682,165,187669,9237487147,7.81666666667,4.32569444444,4.34418981481,0.357056697108,130.325694444
1333242,1333242,1.0021,2.7253,52,130421,6424972551,13.6833333333,6.57013888889,3.01900462963,0.248137366819,90.5701388889
1336639,1336639,1.1733,2.6021,57,361378,3683087833,22.9666666667,5.95694444444,8.36523148148,0.687553272451,250.956944444
1339765,1339765,1.1505,2.5456,79,331400,7803770431,3.33333333333,6.13888888889,7.6712962963,0.630517503805,230.138888889
1340986,1340986,1.2217,2.7301,167,546069,8048985799,5.15,1.21458333333,0.640486111111,1.03894406393,14.2145833333
1342222,1342222,1.1701,2.696,67,651217,6683426742,5.61666666667,4.23402777778,3.07446759259,1.23899733638,87.2340277778
1342932,1342932,1.1055,2.5236,6,57186,7047598152,17.1,4.7125,1.32375,0.108801369863,39.7125
1345945,1345945,1.2439,2.6974,114,726127,6683426742,6.11666666667,0.254861111111,4.80849537037,1.38152016743,139.254861111
1347043,1347043,1.0493,2.5971,23,602527,1097200869,10.1166666667,5.42152777778,1.94738425926,1.14636035008,53.4215277778
1349131,1349131,1.2292,2.5746,164,408683,6766324666,19.3833333333,3.80763888889,9.46025462963,0.777555175038,283.807638889
1349226,1349226,1.0332,2.5929,63,219743,1913341282,14.3833333333,5.59930555556,5.08664351852,0.418080289193,152.599305556
1349258,1349258,1.1959,2.5084,292,584777,9246523233,2.28333333333,0.0951388888889,1.53650462963,1.11258942161,41.0951388889
1350317,1350317,1.0166,2.5697,74,613575,8047497583,2.25,6.09375,2.203125,1.16738013699,61.09375
1350886,1350886,1.0652,2.6837,29,395193,3312463746,10.55,1.43958333333,9.14798611111,0.751889269406,274.439583333
1351566,1351566,1.0159,2.6804,51,689808,3312463746,0.799999999999,3.03333333333,3.96777777778,1.31242009132,114.033333333
1351691,1351691,1.0945,2.7173,58,733632,2460093296,11.2,5.46666666667,4.98222222222,1.39579908676,144.466666667
1352909,1352909,1.2234,2.5613,70,172480,1731306153,18.6666666667,0.777777777778,3.99259259259,0.328158295282,119.777777778
1354275,1354275,1.0968,2.5552,25,24442,4932578245,23.3666666667,2.97361111111,0.565787037037,0.04650304414,16.9736111111
1356867,1356867,1.0792,2.6906,2,504467,6683426742,7.78333333333,0.324305555556,11.6774768519,0.95979261796,350.324305556
1357870,1357870,1.0038,2.7266,163,121519,6424972551,9.31666666667,0.388194444444,2.81293981481,0.231200532725,84.3881944444
1359544,1359544,1.0789,2.6529,3,160891,6237569496,17.5166666667,6.72986111111,3.7243287037,0.306109208524,111.729861111
1359590,1359590,1.1339,2.6259,50,81595,5606572086,15.9166666667,0.663194444444,1.88877314815,0.155241628615,56.6631944444
1362327,1362327,1.1734,2.7131,56,785090,6683426742,4.83333333333,6.20138888889,6.17337962963,1.49370243531,180.201388889
1368386,1368386,1.1069,2.667,68,386448,1435128522,8.8,2.36666666667,8.94555555556,0.735251141553,268.366666667
1368772,1368772,1.2377,2.514,9,161896,8137532417,10.2666666667,0.427777777778,3.74759259259,0.30802130898,112.427777778
1369468,1369468,1.0007,2.6259,70,756855,5283227804,14.25,0.59375,5.51979166667,1.43998287671,160.59375
1369692,1369692,1.055,2.5465,152,778910,4932578245,21.8333333333,1.90972222222,6.03032407407,1.48194444444,175.909722222
1369968,1369968,1.1649,2.5932,56,395708,2355236719,19.1333333333,1.79722222222,9.15990740741,0.752869101979,274.797222222
